全国，都道府県，市区町村,Unnamed: 0,自治体コード,人口総数,うち外国人数,外国人比率（%）
玉川村,413,7502,6392.0,71.0,1.1107634543178977
平田村,414,7503,5826.0,120.0,2.059732234809475
浅川町,415,7504,6036.0,23.0,0.3810470510271703
古殿町,416,7505,4825.0,58.0,1.2020725388601037
三春町,417,7521,17018.0,58.0,0.3408156070043483
小野町,418,7522,9471.0,142.0,1.4993136944356455
広野町,419,7541,5412.0,75.0,1.385809312638581
楢葉町,420,7542,3710.0,22.0,0.5929919137466307
富岡町,421,7543,2128.0,10.0,0.4699248120300752
川内村,422,7544,2044.0,32.0,1.5655577299412915
大熊町,423,7545,847.0,1.0,0.1180637544273907
双葉町,424,7546,,,
浪江町,425,7547,1923.0,5.0,0.2600104004160166
葛尾村,426,7548,420.0,4.0,0.9523809523809524
新地町,427,7561,7905.0,50.0,0.6325110689437065
飯舘村,428,7564,1318.0,19.0,1.4415781487101669
茨城県,429,8000,2867009.0,57819.0,2.0167010288422533
水戸市,430,8201,270685.0,2818.0,1.041062489609694
日立市,431,8202,174508.0,1493.0,0.8555481697114172
土浦市,432,8203,142074.0,3650.0,2.5690837169362446
古河市,433,8204,139344.0,3020.0,2.1672981972671947
石岡市,434,8205,73061.0,1011.0,1.383775201543915
結城市,435,8207,50645.0,2057.0,4.061605291736599
龍ケ崎市,436,8208,76420.0,1910.0,2.499345721015441
下妻市,437,8210,42521.0,1948.0,4.5812657275228705
常総市,438,8211,60834.0,4755.0,7.816352697504684
常陸太田市,439,8212,48602.0,174.0,0.3580099584379244
高萩市,440,8214,27699.0,194.0,0.7003862955341348
北茨城市,441,8215,41801.0,341.0,0.8157699576565154
笠間市,442,8216,73173.0,672.0,0.918371530482555
取手市,443,8217,104524.0,1392.0,1.331751559450461
牛久市,444,8219,84651.0,1373.0,1.6219536685922198
つくば市,445,8220,241656.0,6556.0,2.7129473300890523
ひたちなか市,446,8221,156581.0,1578.0,1.0077851080271552
鹿嶋市,447,8222,66950.0,879.0,1.3129200896191189
潮来市,448,8223,27604.0,342.0,1.2389508766845383
守谷市,449,8224,68421.0,1127.0,1.647155113196241
常陸大宮市,450,8225,39267.0,243.0,0.618840247536099
那珂市,451,8226,53502.0,253.0,0.472879518522672
筑西市,452,8227,100753.0,2371.0,2.3532798030827866
坂東市,453,8228,52265.0,2242.0,4.28967760451545
稲敷市,454,8229,39039.0,1022.0,2.6178949255872332
かすみがうら市,455,8230,40087.0,1016.0,2.534487489709881
桜川市,456,8231,39122.0,284.0,0.7259342569398293
神栖市,457,8232,95454.0,2656.0,2.782492090430993
行方市,458,8233,32185.0,931.0,2.89265185645487
鉾田市,459,8234,45953.0,2474.0,5.383761669531913
つくばみらい市,460,8235,49872.0,424.0,0.850176451716394
小美玉市,461,8236,48870.0,1300.0,2.6601186822181297
茨城町,462,8302,31401.0,547.0,1.741982739403204
大洗町,463,8309,15715.0,704.0,4.4797963728921415
城里町,464,8310,18097.0,66.0,0.3647013317124385
東海村,465,8341,37891.0,285.0,0.7521575044205748
大子町,466,8364,15736.0,82.0,0.5210981189628877
美浦村,467,8442,14602.0,303.0,2.075058211203945
阿見町,468,8443,48553.0,865.0,1.7815582971186128
河内町,469,8447,8231.0,107.0,1.2999635524237638
八千代町,470,8521,21026.0,1073.0,5.10320555502711
五霞町,471,8542,8093.0,145.0,1.7916718151488942
境町,472,8546,24201.0,896.0,3.702326350150821
利根町,473,8564,15340.0,240.0,1.564537157757497
栃木県,474,9000,1933146.0,37408.0,1.9350840546963344
宇都宮市,475,9201,518757.0,8003.0,1.5427261704420374
足利市,476,9202,144746.0,4518.0,3.121329777679521
栃木市,477,9203,155549.0,3834.0,2.464818160193894
佐野市,478,9204,116228.0,2690.0,2.314416491723165
鹿沼市,479,9205,94033.0,1372.0,1.4590622441057928
日光市,480,9206,77661.0,836.0,1.0764733907624162
小山市,481,9208,166666.0,6034.0,3.6204144816579262
真岡市,482,9209,78190.0,3146.0,4.023532421025706
大田原市,483,9210,72087.0,1010.0,1.4010848003107357
矢板市,484,9211,31165.0,291.0,0.9337397721803306
那須塩原市,485,9213,115210.0,1855.0,1.610103289644996
さくら市,486,9214,44513.0,381.0,0.8559297283939523
那須烏山市,487,9215,24875.0,227.0,0.9125628140703516
下野市,488,9216,59507.0,599.0,1.0066042650444484
上三川町,489,9301,30806.0,333.0,1.080958254885412
益子町,490,9342,21898.0,189.0,0.8630925198648278
茂木町,491,9343,11891.0,94.0,0.7905138339920948
市貝町,492,9344,11262.0,173.0,1.53613922926656
芳賀町,493,9345,14961.0,159.0,1.0627631842791256
壬生町,494,9361,39474.0,503.0,1.2742564726148855
野木町,495,9364,24913.0,325.0,1.3045397984987757
塩谷町,496,9384,10354.0,53.0,0.5118794668727061
高根沢町,497,9386,29229.0,398.0,1.3616613637141195
那須町,498,9407,23956.0,242.0,1.0101853397896143
那珂川町,499,9411,15215.0,143.0,0.9398619783108776
群馬県,500,10000,1939110.0,53432.0,2.755490921092666
前橋市,501,10201,332149.0,5505.0,1.6573887020584137
高崎市,502,10202,372973.0,5077.0,1.3612245390417002
桐生市,503,10203,106445.0,1579.0,1.4833951806097043
伊勢崎市,504,10204,211850.0,11955.0,5.643143733773897
太田市,505,10205,223014.0,10992.0,4.928838548252576
沼田市,506,10206,45337.0,522.0,1.1513774621170347
館林市,507,10207,75309.0,2425.0,3.2200666586994915
渋川市,508,10208,74581.0,709.0,0.9506442659658628
藤岡市,509,10209,63261.0,727.0,1.1492072524936374
富岡市,510,10210,47446.0,797.0,1.6798044092231168
安中市,511,10211,54907.0,477.0,0.8687416904948367
みどり市,512,10212,49648.0,684.0,1.3776990009668062
榛東村,513,10344,14216.0,158.0,1.1114237478897018
吉岡町,514,10345,21792.0,148.0,0.6791483113069016
上野村,515,10366,1128.0,17.0,1.5070921985815602
神流町,516,10367,1645.0,11.0,0.668693009118541
下仁田町,517,10382,6576.0,31.0,0.4714111922141119
南牧村,518,10383,1611.0,5.0,0.3103662321539416
甘楽町,519,10384,12491.0,154.0,1.232887679128973
中之条町,520,10421,15386.0,196.0,1.2738853503184715
長野原町,521,10424,5095.0,59.0,1.1579980372914622
嬬恋村,522,10425,8850.0,143.0,1.615819209039548
草津町,523,10426,6049.0,223.0,3.686559761944123
高山村,524,10428,3511.0,193.0,5.497009399031614
東吾妻町,525,10429,12728.0,240.0,1.885606536769327
片品村,526,10443,3993.0,42.0,1.051840721262209
川場村,527,10444,3480.0,10.0,0.2873563218390804
昭和村,528,10448,6953.0,436.0,6.2706745289802965
みなかみ町,529,10449,17195.0,222.0,1.2910729863332364
玉村町,530,10464,36054.0,834.0,2.313196871359627
板倉町,531,10521,14083.0,257.0,1.824895263793226
明和町,532,10522,10882.0,241.0,2.214666421613674
千代田町,533,10523,10861.0,337.0,3.1028450418930116
大泉町,534,10524,42089.0,7392.0,17.562783625175225
邑楽町,535,10525,25522.0,634.0,2.484131337669462
埼玉県,536,11000,7344765.0,161439.0,2.198014504208099
さいたま市,537,11100,1324025.0,22845.0,1.725420592511471
さいたま市西区,538,11101,93499.0,923.0,0.9871763334367212
さいたま市北区,539,11102,149242.0,2064.0,1.382988702912049
さいたま市大宮区,540,11103,117784.0,2359.0,2.002818719011071
さいたま市見沼区,541,11104,165049.0,2752.0,1.6673836254688
さいたま市中央区,542,11105,103269.0,1697.0,1.64328113954817
さいたま市桜区,543,11106,98661.0,2408.0,2.4406807147707807
さいたま市浦和区,544,11107,164822.0,2779.0,1.6860613267646307
さいたま市南区,545,11108,191563.0,4522.0,2.3605811143070423
さいたま市緑区,546,11109,128321.0,1464.0,1.1408888646441346
さいたま市岩槻区,547,11110,111815.0,1877.0,1.6786656530876896
川越市,548,11201,354571.0,5909.0,1.6665209506699643
熊谷市,549,11202,194415.0,3076.0,1.5821824447702082
川口市,550,11203,594274.0,31592.0,5.316066326307394
行田市,551,11206,78617.0,1417.0,1.8024091481486193
秩父市,552,11207,59674.0,511.0,0.8563193350537923
所沢市,553,11208,342464.0,3865.0,1.1285857783591853
飯能市,554,11209,80361.0,929.0,1.156033399285723
加須市,555,11210,111623.0,2142.0,1.9189593542549477
本庄市,556,11211,78569.0,2403.0,3.0584581705252707
東松山市,557,11212,91791.0,2454.0,2.6734647187632774
春日部市,558,11214,229792.0,3442.0,1.4978763403425708
狭山市,559,11215,148699.0,2327.0,1.5649062871976274
羽生市,560,11216,52862.0,1210.0,2.2889788505921076
鴻巣市,561,11217,116828.0,1611.0,1.3789502516520014
深谷市,562,11218,141268.0,2611.0,1.8482600447376616
上尾市,563,11219,226940.0,3225.0,1.4210804617960695
草加市,564,11221,248304.0,7147.0,2.8783265674334686
越谷市,565,11222,341621.0,6547.0,1.9164512720236755
蕨市,566,11223,74283.0,6293.0,8.471655695111936
戸田市,567,11224,140899.0,5870.0,4.166104798472665
入間市,568,11225,145651.0,2023.0,1.3889365675484548
朝霞市,569,11227,141083.0,3578.0,2.5360957734099783
志木市,570,11228,75346.0,1613.0,2.1407904865553578
和光市,571,11229,83989.0,2215.0,2.6372501160866304
新座市,572,11230,166017.0,2985.0,1.798008637669636
桶川市,573,11231,74748.0,764.0,1.0221009257772784
久喜市,574,11232,150582.0,2655.0,1.763158943299996
北本市,575,11233,65201.0,514.0,0.7883314673087836
八潮市,576,11234,93363.0,3461.0,3.707035977849898
富士見市,577,11235,111859.0,1998.0,1.7861772409908905
三郷市,578,11237,142145.0,4309.0,3.0314115867599987
蓮田市,579,11238,61499.0,606.0,0.985381876128067
坂戸市,580,11239,100275.0,2296.0,2.2897033158813263
幸手市,581,11240,50066.0,979.0,1.9554188471217993
鶴ヶ島市,582,11241,70117.0,1281.0,1.8269463896059448
日高市,583,11242,54571.0,784.0,1.436660497333749
吉川市,584,11243,71979.0,1558.0,2.1645202072826795
ふじみ野市,585,11245,113597.0,2561.0,2.2544609452714424
白岡市,586,11246,52214.0,535.0,1.0246294097368522
伊奈町,587,11301,44841.0,398.0,0.8875805624317031
三芳町,588,11324,38434.0,717.0,1.8655357235780816
毛呂山町,589,11326,35366.0,523.0,1.478821466945654
越生町,590,11327,11029.0,124.0,1.1243086408559253
滑川町,591,11341,19732.0,476.0,2.41232515710521
嵐山町,592,11342,17889.0,569.0,3.180725585555369
小川町,593,11343,28524.0,269.0,0.9430654887112608
川島町,594,11346,19378.0,333.0,1.718443595830323
吉見町,595,11347,18192.0,154.0,0.8465259454705365
鳩山町,596,11348,13560.0,133.0,0.9808259587020648
ときがわ町,597,11349,10540.0,176.0,1.669829222011385
横瀬町,598,11361,7979.0,63.0,0.789572628148891
皆野町,599,11362,9302.0,62.0,0.6665233283164911
長瀞町,600,11363,6807.0,24.0,0.3525782282944028
小鹿野町,601,11365,10928.0,100.0,0.9150805270863837
東秩父村,602,11369,2709.0,9.0,0.3322259136212624
美里町,603,11381,11039.0,137.0,1.2410544433372588
神川町,604,11383,13359.0,346.0,2.5900142226214538
上里町,605,11385,30343.0,945.0,3.1143921167979434
寄居町,606,11408,32374.0,509.0,1.5722493358868228
宮代町,607,11442,34147.0,385.0,1.1274782557764955
杉戸町,608,11464,43845.0,519.0,1.1837153609305509
松伏町,609,11465,28266.0,327.0,1.1568669072383784
千葉県,610,12000,6284480.0,142177.0,2.262351061663017
千葉市,611,12100,974951.0,23142.0,2.3736577530563077
千葉市中央区,612,12101,211736.0,4314.0,2.037442853364567
千葉市花見川区,613,12102,177328.0,3886.0,2.1914192908057384
千葉市稲毛区,614,12103,160582.0,3481.0,2.167739846309051
千葉市若葉区,615,12104,146940.0,3196.0,2.175037430243637
千葉市緑区,616,12105,129421.0,1346.0,1.040016689718052
千葉市美浜区,617,12106,148944.0,6919.0,4.6453700719733595
銚子市,618,12202,58431.0,2137.0,3.657305197583475
市川市,619,12203,496676.0,15899.0,3.201080785059073
船橋市,620,12204,642907.0,16915.0,2.631018172146205
館山市,621,12205,45153.0,284.0,0.6289726042566385
木更津市,622,12206,136166.0,2266.0,1.6641452344931922
松戸市,623,12207,498232.0,15513.0,3.1136097239840073
野田市,624,12208,152638.0,3163.0,2.072223168542565
茂原市,625,12210,86782.0,1166.0,1.3435965983729343
成田市,626,12211,132906.0,5165.0,3.886205287947873
佐倉市,627,12212,168743.0,3065.0,1.8163716420829308
東金市,628,12213,58219.0,1371.0,2.354901320874629
旭市,629,12215,63745.0,1320.0,2.070750647109577
習志野市,630,12216,176197.0,4034.0,2.2894827948262457
柏市,631,12217,426468.0,7882.0,1.8482043201365637
勝浦市,632,12218,16927.0,165.0,0.9747740296567614
市原市,633,12219,269524.0,5044.0,1.871447440673187
流山市,634,12220,199849.0,2745.0,1.3735370204504402
八千代市,635,12221,199498.0,5367.0,2.6902525338599883
我孫子市,636,12222,130510.0,1623.0,1.2435828672132403
鴨川市,637,12223,32116.0,507.0,1.5786523851039982
鎌ケ谷市,638,12224,109932.0,1488.0,1.3535640213950442
君津市,639,12225,82206.0,718.0,0.8734155657737879
富津市,640,12226,42465.0,453.0,1.0667608618862594
浦安市,641,12227,171362.0,3691.0,2.153919772178196
四街道市,642,12228,93576.0,2054.0,2.195007266820552
袖ケ浦市,643,12229,63883.0,668.0,1.045661600112706
八街市,644,12230,67455.0,2105.0,3.12059891779705
印西市,645,12231,102609.0,1956.0,1.906265532263252
白井市,646,12232,62441.0,1117.0,1.7888887109431304
富里市,647,12233,49735.0,2751.0,5.531315974665729
南房総市,648,12234,35831.0,362.0,1.010298345008512
匝瑳市,649,12235,35040.0,407.0,1.1615296803652968
香取市,650,12236,72356.0,841.0,1.1623085853281
山武市,651,12237,48444.0,907.0,1.8722648831640656
いすみ市,652,12238,35544.0,443.0,1.246342561332433
大網白里市,653,12239,48129.0,576.0,1.196783643956866
酒々井町,654,12322,20745.0,445.0,2.145095203663533
栄町,655,12329,20127.0,247.0,1.2272072340636957
神崎町,656,12342,5816.0,125.0,2.1492434662998625
多古町,657,12347,13735.0,401.0,2.9195485984710596
東庄町,658,12349,13228.0,236.0,1.7840943453280915
九十九里町,659,12403,14639.0,290.0,1.9810096318054513
芝山町,660,12409,7033.0,186.0,2.6446751030854543
横芝光町,661,12410,22075.0,315.0,1.4269535673839184
一宮町,662,12421,11897.0,125.0,1.050685046650416
睦沢町,663,12422,6760.0,42.0,0.621301775147929
長生村,664,12423,13803.0,88.0,0.6375425632108962
白子町,665,12424,10305.0,83.0,0.8054342552159146
長柄町,666,12426,6721.0,70.0,1.0415116798095525
長南町,667,12427,7198.0,26.0,0.3612114476243401
大多喜町,668,12441,8885.0,92.0,1.0354530106921778
御宿町,669,12443,6874.0,33.0,0.4800698283386674
鋸南町,670,12463,6993.0,63.0,0.9009009009009008
東京都,671,13000,14047594.0,483372.0,3.440959355744478
特別区部,672,13100,9733276.0,403171.0,4.14219220743355
千代田区,673,13101,66680.0,2724.0,4.085182963407318
中央区,674,13102,169179.0,7385.0,4.365198990418433
港区,675,13103,260486.0,17409.0,6.683276644426188
新宿区,676,13104,349385.0,27216.0,7.789687593915022
文京区,677,13105,240069.0,8457.0,3.5227372130512475
台東区,678,13106,211444.0,14275.0,6.751196534306956
墨田区,679,13107,272085.0,10767.0,3.9572192513368982
江東区,680,13108,524310.0,28682.0,5.470427800347124
品川区,681,13109,422488.0,11897.0,2.8159379674688987
目黒区,682,13110,288088.0,8642.0,2.9997778456582713
大田区,683,13111,748081.0,20358.0,2.7213630609519557
世田谷区,684,13112,943664.0,22364.0,2.369911324369691
渋谷区,685,13113,243883.0,8704.0,3.5689244432781293
中野区,686,13114,344880.0,15391.0,4.462711667826491
杉並区,687,13115,591108.0,14107.0,2.38653511710212
豊島区,688,13116,301599.0,25573.0,8.47913951969337
北区,689,13117,355213.0,20368.0,5.734024374107929
荒川区,690,13118,217475.0,16814.0,7.73146338659616
板橋区,691,13119,584483.0,23049.0,3.9434850970858006
練馬区,692,13120,752608.0,18129.0,2.40882371699477
足立区,693,13121,695043.0,29791.0,4.286209630195542
葛飾区,694,13122,453093.0,19229.0,4.243941089356931
江戸川区,695,13123,697932.0,31840.0,4.562049024833366
八王子市,696,13201,579355.0,11790.0,2.0350217051721313
立川市,697,13202,183581.0,4221.0,2.2992575484391087
武蔵野市,698,13203,150149.0,2911.0,1.9387408507549169
三鷹市,699,13204,195391.0,3411.0,1.745730356055294
青梅市,700,13205,133535.0,1858.0,1.3913955142846446
府中市,701,13206,262790.0,4893.0,1.8619429963088396
昭島市,702,13207,113949.0,2669.0,2.342275930460118
調布市,703,13208,242614.0,3980.0,1.6404659252969738
町田市,704,13209,431079.0,6276.0,1.4558816365445777
小金井市,705,13210,126074.0,2456.0,1.948062249155258
小平市,706,13211,198739.0,4673.0,2.351325104785674
日野市,707,13212,190435.0,2989.0,1.569564418305459
東村山市,708,13213,151815.0,2723.0,1.7936304054276586
国分寺市,709,13214,129242.0,2257.0,1.7463363302951052
国立市,710,13215,77130.0,1565.0,2.0290418773499286
福生市,711,13218,56414.0,3080.0,5.45963767859042
狛江市,712,13219,84772.0,1159.0,1.3671967158967584
東大和市,713,13220,83901.0,1071.0,1.276504451675189
清瀬市,714,13221,76208.0,1230.0,1.6140037791307995
東久留米市,715,13222,115271.0,2028.0,1.7593323559264689
武蔵村山市,716,13223,70829.0,1472.0,2.0782447867398948
多摩市,717,13224,146951.0,2366.0,1.6100604963559282
稲城市,718,13225,93151.0,1312.0,1.4084658243067707
羽村市,719,13227,54326.0,1313.0,2.416890623274307
あきる野市,720,13228,79292.0,839.0,1.0581143116581748
西東京市,721,13229,207388.0,4566.0,2.2016702991494204
瑞穂町,722,13303,31765.0,712.0,2.2414607272154887
日の出町,723,13305,16958.0,75.0,0.4422691355112631
檜原村,724,13307,2003.0,5.0,0.2496255616575137
奥多摩町,725,13308,4750.0,48.0,1.0105263157894735
大島町,726,13361,7102.0,86.0,1.210926499577584
利島村,727,13362,327.0,5.0,1.529051987767584
新島村,728,13363,2441.0,11.0,0.4506349856616141
神津島村,729,13364,1855.0,5.0,0.2695417789757413
三宅村,730,13381,2273.0,31.0,1.3638363396392434
御蔵島村,731,13382,323.0,10.0,3.095975232198142
八丈町,732,13401,7042.0,82.0,1.1644419199091167
青ヶ島村,733,13402,169.0,,
小笠原村,734,13421,2929.0,23.0,0.7852509388869922
神奈川県,735,14000,9237337.0,195535.0,2.116789719807776
横浜市,736,14100,3777491.0,88067.0,2.3313622719418787
横浜市鶴見区,737,14101,297437.0,12225.0,4.110114074577138
横浜市神奈川区,738,14102,247267.0,6441.0,2.604876510007401
横浜市西区,739,14103,104935.0,4413.0,4.205460523181017
横浜市中区,740,14104,151388.0,12708.0,8.39432451713478
横浜市南区,741,14105,198157.0,9165.0,4.62512048527178
横浜市保土ケ谷区,742,14106,207811.0,4975.0,2.394002242422201
横浜市磯子区,743,14107,166731.0,4083.0,2.448854742069561
横浜市金沢区,744,14108,198939.0,2795.0,1.4049532771352022
横浜市港北区,745,14109,358530.0,6083.0,1.6966502105820993
横浜市戸塚区,746,14110,283709.0,3878.0,1.3668935423268207
横浜市港南区,747,14111,215248.0,2696.0,1.2525087341113506
横浜市旭区,748,14112,245174.0,2695.0,1.0992193299452633
横浜市緑区,749,14113,183082.0,3767.0,2.05754798396347
横浜市瀬谷区,750,14114,122623.0,1705.0,1.3904406188072385
横浜市栄区,751,14115,120194.0,1075.0,0.8943874070253091
横浜市泉区,752,14116,152378.0,2252.0,1.4779036343829162
横浜市青葉区,753,14117,310756.0,3989.0,1.2836437590907337
横浜市都筑区,754,14118,213132.0,3122.0,1.4648199238030892
川崎市,755,14130,1538262.0,38482.0,2.501654464584057
川崎市川崎区,756,14131,232965.0,13134.0,5.637756744575365
川崎市幸区,757,14132,171119.0,4844.0,2.8307785809875
川崎市中原区,758,14133,263683.0,5240.0,1.9872346719356195
川崎市高津区,759,14134,234328.0,4685.0,1.9993342664982416
川崎市多摩区,760,14135,221734.0,4494.0,2.0267527758485393
川崎市宮前区,761,14136,233728.0,3385.0,1.4482646495071194
川崎市麻生区,762,14137,180705.0,2700.0,1.4941479206441437
相模原市,763,14150,725493.0,13334.0,1.8379226264071464
相模原市緑区,764,14151,170207.0,2935.0,1.7243709130646805
相模原市中央区,765,14152,273875.0,5063.0,1.8486535828388864
相模原市南区,766,14153,281411.0,5336.0,1.8961589987598209
横須賀市,767,14201,388078.0,5081.0,1.3092728781327465
平塚市,768,14203,258422.0,4715.0,1.8245350628042505
鎌倉市,769,14204,172710.0,1401.0,0.8111863817960743
藤沢市,770,14205,436905.0,5198.0,1.1897323216717592
小田原市,771,14206,188856.0,2312.0,1.2242131571144153
茅ヶ崎市,772,14207,242389.0,1753.0,0.72321763776409
逗子市,773,14208,57060.0,491.0,0.8604977216964599
三浦市,774,14210,42069.0,294.0,0.6988518861869786
秦野市,775,14211,162439.0,3254.0,2.003213513996023
厚木市,776,14212,223705.0,7283.0,3.2556268299769786
大和市,777,14213,239169.0,6189.0,2.587709945686941
伊勢原市,778,14214,101780.0,2509.0,2.4651208488897622
海老名市,779,14215,136516.0,2431.0,1.7807436490960769
座間市,780,14216,132325.0,2935.0,2.2180238050255054
南足柄市,781,14217,40841.0,335.0,0.8202541563624788
綾瀬市,782,14218,83913.0,3771.0,4.493940152300597
葉山町,783,14301,31665.0,234.0,0.738986262434865
寒川町,784,14321,48348.0,857.0,1.7725655663109126
大磯町,785,14341,31634.0,141.0,0.4457229563128279
二宮町,786,14342,27564.0,174.0,0.631258162821071
中井町,787,14361,9300.0,329.0,3.5376344086021505
大井町,788,14362,17129.0,120.0,0.7005662910852939
松田町,789,14363,10836.0,80.0,0.7382798080472499
山北町,790,14364,9761.0,73.0,0.747874193217908
開成町,791,14366,18329.0,156.0,0.8511102624256642
箱根町,792,14382,11293.0,354.0,3.1346852032232357
真鶴町,793,14383,6722.0,56.0,0.8330853912526033
湯河原町,794,14384,23426.0,273.0,1.1653718091009988
愛川町,795,14401,39869.0,2831.0,7.100754972535052
清川村,796,14402,3038.0,22.0,0.7241606319947334
新潟県,797,15000,2201272.0,15028.0,0.6826961865684931
新潟市,798,15100,789275.0,4672.0,0.5919356371353457
新潟市北区,799,15101,72804.0,469.0,0.644195373880556
新潟市東区,800,15102,134446.0,800.0,0.5950344376180772
新潟市中央区,801,15103,180345.0,1540.0,0.8539188777066178
