全国，都道府県，市区町村,Unnamed: 0,自治体コード,人口総数,うち外国人数,外国人比率（%）
勝浦町,1574,36301,4837.0,31.0,0.6408931155675005
上勝町,1575,36302,1380.0,5.0,0.3623188405797101
佐那河内村,1576,36321,2058.0,5.0,0.2429543245869776
石井町,1577,36341,24833.0,237.0,0.9543752265131076
神山町,1578,36342,4647.0,54.0,1.1620400258231116
那賀町,1579,36368,7367.0,12.0,0.1628885570788652
牟岐町,1580,36383,3743.0,21.0,0.56104728827144
美波町,1581,36387,6222.0,54.0,0.8678881388621021
海陽町,1582,36388,8358.0,213.0,2.548456568557071
松茂町,1583,36401,14583.0,114.0,0.7817321538778029
北島町,1584,36402,22745.0,112.0,0.492415915585843
藍住町,1585,36403,35246.0,193.0,0.5475798672189752
板野町,1586,36404,13042.0,162.0,1.242140775954608
上板町,1587,36405,11384.0,112.0,0.9838369641602248
つるぎ町,1588,36468,7715.0,30.0,0.3888528839922229
東みよし町,1589,36489,13622.0,89.0,0.6533548671267068
香川県,1590,37000,950244.0,10854.0,1.1422329422758786
高松市,1591,37201,417496.0,3577.0,0.8567746756855156
丸亀市,1592,37202,109513.0,1830.0,1.671034489056094
坂出市,1593,37203,50624.0,814.0,1.6079329962073323
善通寺市,1594,37204,31631.0,260.0,0.8219784388732573
観音寺市,1595,37205,57438.0,739.0,1.2866046867927157
さぬき市,1596,37206,47003.0,383.0,0.8148416058549454
東かがわ市,1597,37207,28279.0,235.0,0.8310053396513313
三豊市,1598,37208,61857.0,719.0,1.1623583426289668
土庄町,1599,37322,12846.0,78.0,0.6071929005137786
小豆島町,1600,37324,13870.0,134.0,0.9661139149242972
三木町,1601,37341,26878.0,201.0,0.7478234987722301
直島町,1602,37364,3103.0,29.0,0.9345794392523364
宇多津町,1603,37386,18699.0,404.0,2.16054334456388
綾川町,1604,37387,22693.0,284.0,1.2514872427620851
琴平町,1605,37403,8468.0,168.0,1.9839395370807749
多度津町,1606,37404,22445.0,816.0,3.6355535754065498
まんのう町,1607,37406,17401.0,183.0,1.05166369748865
愛媛県,1608,38000,1334841.0,11159.0,0.8359797159362051
松山市,1609,38201,511192.0,2672.0,0.5226998857572106
今治市,1610,38202,151672.0,3043.0,2.0063030750567012
宇和島市,1611,38203,70809.0,365.0,0.5154711971642023
八幡浜市,1612,38204,31987.0,210.0,0.6565167099134023
新居浜市,1613,38205,115938.0,1206.0,1.04021114733737
西条市,1614,38206,104791.0,1299.0,1.239610271874493
大洲市,1615,38207,40575.0,169.0,0.4165126309303759
伊予市,1616,38210,35133.0,211.0,0.6005749580166795
四国中央市,1617,38213,82754.0,719.0,0.8688401769098775
西予市,1618,38214,35388.0,274.0,0.7742737651181191
東温市,1619,38215,33903.0,168.0,0.4955313689054065
上島町,1620,38356,6509.0,306.0,4.701182977415886
久万高原町,1621,38386,7404.0,34.0,0.4592112371690978
松前町,1622,38401,29630.0,141.0,0.4758690516368545
砥部町,1623,38402,20480.0,73.0,0.3564453125
内子町,1624,38422,15322.0,53.0,0.3459078449288604
伊方町,1625,38442,8397.0,67.0,0.7979040133380969
松野町,1626,38484,3674.0,18.0,0.4899292324442025
鬼北町,1627,38488,9682.0,86.0,0.8882462301177443
愛南町,1628,38506,19601.0,45.0,0.2295801234630886
高知県,1629,39000,691527.0,4220.0,0.6102437070425305
高知市,1630,39201,326545.0,1493.0,0.4572111041357239
室戸市,1631,39202,11742.0,91.0,0.7749957417816385
安芸市,1632,39203,16243.0,67.0,0.4124853783168134
南国市,1633,39204,46664.0,275.0,0.5893193896794102
土佐市,1634,39205,25732.0,348.0,1.3524016788434634
須崎市,1635,39206,20590.0,390.0,1.894123360854784
宿毛市,1636,39208,19033.0,68.0,0.3572742079546051
土佐清水市,1637,39209,12388.0,79.0,0.6377139166935745
四万十市,1638,39210,32694.0,93.0,0.2844558634611855
香南市,1639,39211,32207.0,289.0,0.8973204582854659
香美市,1640,39212,26513.0,287.0,1.082487836155848
東洋町,1641,39301,2194.0,41.0,1.86873290793072
奈半利町,1642,39302,3034.0,11.0,0.3625576796308504
田野町,1643,39303,2498.0,7.0,0.2802241793434747
安田町,1644,39304,2370.0,5.0,0.210970464135021
北川村,1645,39305,1146.0,3.0,0.2617801047120419
馬路村,1646,39306,745.0,2.0,0.2684563758389262
芸西村,1647,39307,3694.0,74.0,2.0032485110990796
本山町,1648,39341,3261.0,22.0,0.6746396810794235
大豊町,1649,39344,3252.0,33.0,1.014760147601476
土佐町,1650,39363,3753.0,33.0,0.8792965627498002
大川村,1651,39364,366.0,1.0,0.273224043715847
いの町,1652,39386,21374.0,38.0,0.1777860952559184
仁淀川町,1653,39387,4827.0,38.0,0.7872384503832609
中土佐町,1654,39401,6002.0,42.0,0.6997667444185272
佐川町,1655,39402,12323.0,56.0,0.4544347967215775
越知町,1656,39403,5187.0,16.0,0.3084634663582032
檮原町,1657,39405,3307.0,5.0,0.1511944360447535
日高村,1658,39410,4812.0,18.0,0.3740648379052369
津野町,1659,39411,5291.0,28.0,0.5292005292005292
四万十町,1660,39412,15607.0,84.0,0.538220029473954
大月町,1661,39424,4434.0,19.0,0.4285069914298602
三原村,1662,39427,1437.0,13.0,0.904662491301322
黒潮町,1663,39428,10262.0,151.0,1.4714480608068603
福岡県,1664,40000,5135214.0,66699.0,1.2988553154746811
北九州市,1665,40100,939029.0,10815.0,1.151721618821144
北九州市門司区,1666,40101,93842.0,698.0,0.7438034142494832
北九州市若松区,1667,40103,80533.0,1088.0,1.3509989693665951
北九州市戸畑区,1668,40105,57494.0,664.0,1.154903120325599
北九州市小倉北区,1669,40106,183407.0,3599.0,1.9623024203002064
北九州市小倉南区,1670,40107,209028.0,1431.0,0.6845972788334577
北九州市八幡東区,1671,40108,64792.0,701.0,1.0819236942832449
北九州市八幡西区,1672,40109,249933.0,2634.0,1.0538824404940523
福岡市,1673,40130,1612392.0,31904.0,1.9786751608789923
福岡市東区,1674,40131,322503.0,9573.0,2.96834448051646
福岡市博多区,1675,40132,252034.0,6932.0,2.750422562035281
福岡市中央区,1676,40133,205501.0,3842.0,1.8695772769962191
福岡市南区,1677,40134,265583.0,5429.0,2.044182044784493
福岡市西区,1678,40135,212579.0,2600.0,1.223074715752732
福岡市城南区,1679,40136,132864.0,1155.0,0.8693099710982659
福岡市早良区,1680,40137,221328.0,2373.0,1.0721643895033617
大牟田市,1681,40202,111281.0,662.0,0.594890412559197
久留米市,1682,40203,303316.0,2895.0,0.954450144403856
直方市,1683,40204,56212.0,566.0,1.00690244075998
飯塚市,1684,40205,126364.0,1211.0,0.9583425659206736
田川市,1685,40206,46203.0,401.0,0.8679090102374304
柳川市,1686,40207,64475.0,534.0,0.8282279953470337
八女市,1687,40210,60608.0,436.0,0.7193769799366421
筑後市,1688,40211,48827.0,495.0,1.0137833575685584
大川市,1689,40212,32988.0,218.0,0.6608463683763793
行橋市,1690,40213,71426.0,557.0,0.7798280738106572
豊前市,1691,40214,24391.0,326.0,1.3365585666844326
中間市,1692,40215,40362.0,337.0,0.8349437589812201
小郡市,1693,40216,59360.0,869.0,1.4639487870619945
筑紫野市,1694,40217,103311.0,533.0,0.5159179564615578
春日市,1695,40218,111023.0,766.0,0.6899471280725615
大野城市,1696,40219,102085.0,783.0,0.7670078855855414
宗像市,1697,40220,97095.0,726.0,0.7477213038776456
太宰府市,1698,40221,73164.0,445.0,0.6082226231479962
古賀市,1699,40223,58786.0,781.0,1.3285476133773348
福津市,1700,40224,67033.0,394.0,0.5877702027359659
うきは市,1701,40225,27981.0,241.0,0.8612987384296488
宮若市,1702,40226,26298.0,362.0,1.3765305346414176
嘉麻市,1703,40227,35473.0,258.0,0.7273137315704902
朝倉市,1704,40228,50273.0,658.0,1.3088536590217412
みやま市,1705,40229,35861.0,260.0,0.7250216112211036
糸島市,1706,40230,98877.0,1160.0,1.1731747524702407
那珂川市,1707,40231,50112.0,285.0,0.5687260536398467
宇美町,1708,40341,37671.0,486.0,1.2901170661782273
篠栗町,1709,40342,31209.0,178.0,0.5703482969656188
志免町,1710,40343,46377.0,602.0,1.2980572266425168
須恵町,1711,40344,28628.0,255.0,0.8907363420427553
新宮町,1712,40345,32927.0,430.0,1.3059191544932731
久山町,1713,40348,9068.0,247.0,2.7238641376268196
粕屋町,1714,40349,48190.0,614.0,1.27412326208757
芦屋町,1715,40381,13545.0,85.0,0.6275378368401624
水巻町,1716,40382,28114.0,418.0,1.4868037276801591
岡垣町,1717,40383,31007.0,166.0,0.535362982552327
遠賀町,1718,40384,18723.0,197.0,1.0521818084708647
小竹町,1719,40401,7151.0,196.0,2.7408754020416723
鞍手町,1720,40402,15080.0,189.0,1.253315649867374
桂川町,1721,40421,12878.0,102.0,0.7920484547289951
筑前町,1722,40447,29591.0,225.0,0.760366327599608
東峰村,1723,40448,1899.0,11.0,0.5792522380200106
大刀洗町,1724,40503,15521.0,316.0,2.035951291798209
大木町,1725,40522,13820.0,120.0,0.8683068017366137
広川町,1726,40544,19969.0,270.0,1.3520957484100355
香春町,1727,40601,10191.0,49.0,0.4808164066333039
添田町,1728,40602,8801.0,9.0,0.1022611066924213
糸田町,1729,40604,8407.0,38.0,0.4520042821458309
川崎町,1730,40605,15176.0,99.0,0.6523458091723775
大任町,1731,40608,5008.0,9.0,0.1797124600638977
赤村,1732,40609,2774.0,3.0,0.1081470800288392
福智町,1733,40610,21398.0,121.0,0.5654734087297878
苅田町,1734,40621,37684.0,1050.0,2.786328415242543
みやこ町,1735,40625,18825.0,147.0,0.7808764940239044
吉富町,1736,40642,6536.0,58.0,0.8873929008567932
上毛町,1737,40646,7251.0,34.0,0.468900841263274
築上町,1738,40647,17189.0,97.0,0.5643143871080342
佐賀県,1739,41000,811442.0,5940.0,0.7320301389378415
佐賀市,1740,41201,233301.0,1425.0,0.610798924993892
唐津市,1741,41202,117373.0,722.0,0.6151329522121783
鳥栖市,1742,41203,74196.0,1064.0,1.434039570866354
多久市,1743,41204,18295.0,165.0,0.9018857611369226
伊万里市,1744,41205,52629.0,447.0,0.8493416177392693
武雄市,1745,41206,47914.0,209.0,0.4361981884209208
鹿島市,1746,41207,27892.0,157.0,0.5628854151728094
小城市,1747,41208,43952.0,274.0,0.6234073534765198
嬉野市,1748,41209,25848.0,157.0,0.6073970906839987
神埼市,1749,41210,31022.0,206.0,0.6640448713816002
吉野ヶ里町,1750,41327,16323.0,192.0,1.1762543650064323
基山町,1751,41341,17250.0,247.0,1.4318840579710146
上峰町,1752,41345,9286.0,56.0,0.6030583674348482
みやき町,1753,41346,25511.0,171.0,0.670299086668496
玄海町,1754,41387,5609.0,8.0,0.1426279194152255
有田町,1755,41401,19010.0,144.0,0.7574960547080484
大町町,1756,41423,6293.0,16.0,0.2542507548069283
江北町,1757,41424,9566.0,67.0,0.7003972402257996
白石町,1758,41425,22051.0,156.0,0.707450909255816
太良町,1759,41441,8121.0,57.0,0.7018840044329516
長崎県,1760,42000,1312317.0,8316.0,0.6336883542619657
長崎市,1761,42201,409118.0,2601.0,0.6357578986991529
佐世保市,1762,42202,243223.0,1611.0,0.6623551226652085
島原市,1763,42203,43338.0,361.0,0.832987216761272
諫早市,1764,42204,133852.0,866.0,0.6469832352150137
大村市,1765,42205,95397.0,362.0,0.3794668595448494
平戸市,1766,42207,29365.0,154.0,0.5244338498212158
松浦市,1767,42208,21271.0,233.0,1.0953880870668986
対馬市,1768,42209,28502.0,150.0,0.5262788576240264
壱岐市,1769,42210,24948.0,79.0,0.3166586499919833
五島市,1770,42211,34391.0,128.0,0.3721903986508098
西海市,1771,42212,26275.0,458.0,1.7431018078020932
雲仙市,1772,42213,41096.0,423.0,1.0292972552073194
南島原市,1773,42214,42330.0,259.0,0.6118592015119301
長与町,1774,42307,40780.0,162.0,0.3972535556645414
時津町,1775,42308,29339.0,201.0,0.6850949248440642
東彼杵町,1776,42321,7721.0,42.0,0.543970988213962
川棚町,1777,42322,13377.0,98.0,0.7326007326007326
波佐見町,1778,42323,14291.0,29.0,0.2029249177804212
小値賀町,1779,42383,2288.0,6.0,0.2622377622377622
佐々町,1780,42391,13912.0,48.0,0.3450258769407705
新上五島町,1781,42411,17503.0,45.0,0.2570987830657602
熊本県,1782,43000,1738301.0,14591.0,0.8393828226526937
熊本市,1783,43100,738865.0,5421.0,0.733692893830402
熊本市中央区,1784,43101,187502.0,2168.0,1.1562543332871116
熊本市東区,1785,43102,189524.0,1090.0,0.5751250501255778
熊本市西区,1786,43103,91177.0,645.0,0.7074152472663062
熊本市南区,1787,43104,130829.0,694.0,0.5304634293619916
熊本市北区,1788,43105,139833.0,824.0,0.5892743486873628
八代市,1789,43202,123067.0,2036.0,1.654383384660388
人吉市,1790,43203,31108.0,175.0,0.5625562556255626
荒尾市,1791,43204,50832.0,305.0,0.6000157381177211
水俣市,1792,43205,23557.0,66.0,0.2801714989175192
玉名市,1793,43206,64292.0,841.0,1.3080943196665216
山鹿市,1794,43208,49025.0,354.0,0.7220805711371749
菊池市,1795,43210,46416.0,591.0,1.2732678386763183
宇土市,1796,43211,36122.0,194.0,0.5370688223243453
上天草市,1797,43212,24563.0,95.0,0.3867605748483491
宇城市,1798,43213,57032.0,459.0,0.8048113339879367
阿蘇市,1799,43214,24930.0,394.0,1.5804251905334938
天草市,1800,43215,75783.0,320.0,0.4222582901178364
合志市,1801,43216,61772.0,245.0,0.3966198277536747
美里町,1802,43348,9392.0,63.0,0.6707836456558773
玉東町,1803,43364,5045.0,26.0,0.5153617443012884
南関町,1804,43367,8979.0,147.0,1.6371533578349484
長洲町,1805,43368,15372.0,592.0,3.8511579495186057
和水町,1806,43369,9342.0,39.0,0.4174694926140013
大津町,1807,43403,35187.0,383.0,1.0884701736436753
菊陽町,1808,43404,43337.0,389.0,0.8976163555391468
南小国町,1809,43423,3750.0,71.0,1.893333333333333
小国町,1810,43424,6590.0,41.0,0.622154779969651
産山村,1811,43425,1382.0,27.0,1.9536903039073803
高森町,1812,43428,5789.0,62.0,1.0709967179132838
西原村,1813,43432,6426.0,87.0,1.353874883286648
南阿蘇村,1814,43433,9836.0,93.0,0.945506303375356
御船町,1815,43441,16303.0,71.0,0.4355026682205729
嘉島町,1816,43442,9547.0,104.0,1.089347438986069
益城町,1817,43443,32510.0,133.0,0.4091048908028299
甲佐町,1818,43444,10132.0,59.0,0.5823134622976708
山都町,1819,43447,13503.0,103.0,0.7627934533066726
氷川町,1820,43468,11094.0,155.0,1.3971516134847666
芦北町,1821,43482,15681.0,31.0,0.1976914737580511
津奈木町,1822,43484,4254.0,7.0,0.1645510108133521
錦町,1823,43501,10288.0,49.0,0.4762830482115086
多良木町,1824,43505,9076.0,60.0,0.6610841780520054
湯前町,1825,43506,3627.0,5.0,0.1378549765646539
水上村,1826,43507,2033.0,7.0,0.3443187407771766
相良村,1827,43510,4070.0,15.0,0.3685503685503685
五木村,1828,43511,931.0,3.0,0.322234156820623
山江村,1829,43512,3238.0,5.0,0.1544163063619518
球磨村,1830,43513,2433.0,1.0,0.0411015207562679
あさぎり町,1831,43514,14676.0,203.0,1.3832106841101115
苓北町,1832,43531,7114.0,64.0,0.8996345234748383
大分県,1833,44000,1123852.0,10168.0,0.9047454647053172
大分市,1834,44201,475614.0,2661.0,0.5594873153439553
別府市,1835,44202,115321.0,2431.0,2.1080288932631523
中津市,1836,44203,82863.0,1329.0,1.60385214148655
日田市,1837,44204,62657.0,412.0,0.657548238824074
佐伯市,1838,44205,66851.0,305.0,0.4562385005459903
臼杵市,1839,44206,36158.0,313.0,0.8656452237402511
津久見市,1840,44207,16100.0,34.0,0.2111801242236025
竹田市,1841,44208,20332.0,239.0,1.1754869171748967
豊後高田市,1842,44209,22112.0,615.0,2.7812952243125904
杵築市,1843,44210,27999.0,162.0,0.5785920925747349
宇佐市,1844,44211,52771.0,586.0,1.110458395709765
豊後大野市,1845,44212,33695.0,209.0,0.6202700697432854
由布市,1846,44213,32772.0,324.0,0.9886488465763456
国東市,1847,44214,26232.0,238.0,0.9072888075632816
姫島村,1848,44322,1725.0,3.0,0.1739130434782608
日出町,1849,44341,27723.0,121.0,0.4364607005013887
九重町,1850,44461,8541.0,86.0,1.0069078562229248
玖珠町,1851,44462,14386.0,100.0,0.6951202558042541
宮崎県,1852,45000,1069576.0,6474.0,0.6052865808507296
宮崎市,1853,45201,401339.0,2109.0,0.5254909191481516
都城市,1854,45202,160640.0,1396.0,0.8690239043824701
延岡市,1855,45203,118394.0,445.0,0.3758636417386016
日南市,1856,45204,50848.0,401.0,0.7886249213341724
小林市,1857,45205,43670.0,487.0,1.1151820471719718
日向市,1858,45206,59629.0,348.0,0.5836086467993762
串間市,1859,45207,16822.0,73.0,0.4339555344192129
西都市,1860,45208,28610.0,88.0,0.3075847605732261
えびの市,1861,45209,17638.0,133.0,0.7540537475904298
三股町,1862,45341,25591.0,153.0,0.5978664374194053
高原町,1863,45361,8639.0,20.0,0.231508276420882
国富町,1864,45382,18398.0,130.0,0.7065985433199261
綾町,1865,45383,6934.0,17.0,0.2451687337755985
高鍋町,1866,45401,19922.0,58.0,0.2911354281698625
新富町,1867,45402,16564.0,154.0,0.9297271190533688
西米良村,1868,45403,1000.0,1.0,0.1
木城町,1869,45404,4895.0,6.0,0.1225740551583248
川南町,1870,45405,15194.0,237.0,1.5598262472028432
都農町,1871,45406,9906.0,61.0,0.6157884110640016
門川町,1872,45421,17379.0,95.0,0.5466367454974395
諸塚村,1873,45429,1486.0,2.0,0.1345895020188425
椎葉村,1874,45430,2503.0,4.0,0.1598082301238513
美郷町,1875,45431,4826.0,12.0,0.2486531288852051
高千穂町,1876,45441,11642.0,32.0,0.2748668613640268
日之影町,1877,45442,3635.0,3.0,0.0825309491059147
五ヶ瀬町,1878,45443,3472.0,9.0,0.2592165898617511
鹿児島県,1879,46000,1588256.0,10037.0,0.6319510204903995
鹿児島市,1880,46201,593128.0,2432.0,0.410029538312135
鹿屋市,1881,46203,101096.0,541.0,0.535134921262958
枕崎市,1882,46204,20033.0,373.0,1.8619278190984871
阿久根市,1883,46206,19270.0,108.0,0.5604566683964712
出水市,1884,46208,51994.0,763.0,1.467477016578836
指宿市,1885,46210,39011.0,337.0,0.8638589115890389
西之表市,1886,46213,14708.0,77.0,0.5235246124558063
垂水市,1887,46214,13819.0,264.0,1.9104131992184672
薩摩川内市,1888,46215,92403.0,472.0,0.5108059262145168
日置市,1889,46216,47153.0,315.0,0.6680380887748394
曽於市,1890,46217,33310.0,362.0,1.0867607325127588
霧島市,1891,46218,123135.0,655.0,0.5319364924676168
いちき串木野市,1892,46219,27490.0,206.0,0.7493634048744998
南さつま市,1893,46220,32887.0,217.0,0.6598351932374494
志布志市,1894,46221,29329.0,328.0,1.1183470285383068
奄美市,1895,46222,41390.0,102.0,0.2464363372795361
南九州市,1896,46223,33080.0,369.0,1.115477629987908
伊佐市,1897,46224,24453.0,120.0,0.4907373328425959
姶良市,1898,46225,76348.0,351.0,0.45973699376539
三島村,1899,46303,405.0,3.0,0.7407407407407408
十島村,1900,46304,740.0,9.0,1.2162162162162162
さつま町,1901,46392,20243.0,403.0,1.990811638591118
長島町,1902,46404,9705.0,78.0,0.80370942812983
湧水町,1903,46452,9119.0,88.0,0.965018094089264
大崎町,1904,46468,12385.0,303.0,2.446507872426322
東串良町,1905,46482,6237.0,126.0,2.0202020202020203
錦江町,1906,46490,6944.0,69.0,0.9936635944700462
南大隅町,1907,46491,6481.0,23.0,0.3548835056318469
肝付町,1908,46492,14227.0,68.0,0.4779644338230125
中種子町,1909,46501,7539.0,19.0,0.2520228146969094
南種子町,1910,46502,5445.0,13.0,0.2387511478420569
屋久島町,1911,46505,11858.0,101.0,0.8517456569404622
大和村,1912,46523,1364.0,1.0,0.0733137829912023
宇検村,1913,46524,1621.0,4.0,0.2467612584824182
瀬戸内町,1914,46525,8546.0,14.0,0.1638193306810203
龍郷町,1915,46527,5817.0,17.0,0.2922468626439746
喜界町,1916,46529,6629.0,38.0,0.573238799215568
徳之島町,1917,46530,10147.0,41.0,0.4040603133931211
天城町,1918,46531,5517.0,30.0,0.5437737901033171
伊仙町,1919,46532,6139.0,24.0,0.3909431503502198
和泊町,1920,46533,6246.0,108.0,1.729106628242075
知名町,1921,46534,5750.0,53.0,0.9217391304347826
与論町,1922,46535,5115.0,12.0,0.2346041055718475
沖縄県,1923,47000,1467480.0,18157.0,1.2372911385504402
那覇市,1924,47201,317625.0,4575.0,1.4403778040141677
宜野湾市,1925,47205,100125.0,1572.0,1.5700374531835208
石垣市,1926,47207,47637.0,473.0,0.992925667023532
浦添市,1927,47208,115690.0,1135.0,0.9810701011323364
名護市,1928,47209,63554.0,529.0,0.8323630298643673
糸満市,1929,47210,61007.0,803.0,1.316242398413297
沖縄市,1930,47211,142752.0,1993.0,1.3961275498767092
豊見城市,1931,47212,64612.0,367.0,0.5680059431684517
うるま市,1932,47213,125303.0,1357.0,1.0829748689177434
宮古島市,1933,47214,52931.0,464.0,0.8766129489335173
南城市,1934,47215,44043.0,257.0,0.5835206502735963
国頭村,1935,47301,4517.0,32.0,0.7084348018596414
大宜味村,1936,47302,3092.0,23.0,0.7438551099611902
東村,1937,47303,1598.0,11.0,0.688360450563204
今帰仁村,1938,47306,8894.0,44.0,0.4947155385653249
本部町,1939,47308,12530.0,133.0,1.0614525139664803
恩納村,1940,47311,10869.0,743.0,6.835955469684424
宜野座村,1941,47313,5833.0,43.0,0.7371849819989714
金武町,1942,47314,10806.0,100.0,0.9254118082546734
伊江村,1943,47315,4118.0,26.0,0.6313744536182613
読谷村,1944,47324,41206.0,736.0,1.7861476484007182
嘉手納町,1945,47325,13521.0,97.0,0.7174025589823237
北谷町,1946,47326,28201.0,787.0,2.790681181518386
北中城村,1947,47327,17969.0,383.0,2.131448605932439
中城村,1948,47328,22157.0,329.0,1.4848580584014082
西原町,1949,47329,34984.0,507.0,1.4492339355133774
与那原町,1950,47348,19695.0,109.0,0.5534399593805533
南風原町,1951,47350,40440.0,221.0,0.5464886251236399
渡嘉敷村,1952,47353,718.0,6.0,0.8356545961002786
座間味村,1953,47354,892.0,15.0,1.6816143497757847
粟国村,1954,47355,683.0,2.0,0.2928257686676427
渡名喜村,1955,47356,346.0,2.0,0.5780346820809248
南大東村,1956,47357,1285.0,31.0,2.4124513618677046
北大東村,1957,47358,590.0,5.0,0.847457627118644
伊平屋村,1958,47359,1126.0,8.0,0.7104795737122558
伊是名村,1959,47360,1322.0,23.0,1.739788199697428
久米島町,1960,47361,7192.0,35.0,0.4866518353726363
八重瀬町,1961,47362,30941.0,129.0,0.4169225299764067
多良間村,1962,47375,1058.0,11.0,1.0396975425330812
竹富町,1963,47381,3942.0,26.0,0.6595636732623034
与那国町,1964,47382,1676.0,15.0,0.8949880668257757
